Date,Open,High,Low,Close,Volume,Adj Close
2016-03-28,216.4995,218.7,212.4,213.9495,7205900,134.8119
2016-03-29,215.9505,216.0,210.7005,212.25,5003100,133.741
2016-03-30,213.0,219.0,212.2995,217.9005,5849800,137.3015
2016-03-31,214.6995,217.5495,212.1495,214.0995,18261600,134.9064
2016-04-01,214.5,214.95,208.0995,208.8,10266100,131.5671
2016-04-04,208.4505,208.65,204.5505,207.3,5494000,130.622
2016-04-05,205.9995,208.5,204.0495,205.5,4906700,129.4878
2016-04-06,206.7,208.0005,204.0,206.1,4317500,129.8658
2016-04-07,209.0505,209.5005,206.7,207.75,5045000,130.9055
2016-04-08,207.7995,209.4495,205.65,206.1495,2418200,129.89700000000002
2016-04-11,208.6005,209.25,205.2,207.6,5192600,130.811
2016-04-12,207.8505,212.6505,207.15,211.35,6343200,133.1739
2016-04-13,214.9995,215.4,212.8005,213.3495,6437600,134.4338
2016-04-14,213.3495,213.3495,213.3495,213.3495,0,134.4338
2016-04-15,213.3495,213.3495,213.3495,213.3495,0,134.4338
2016-04-18,211.7505,211.7505,206.1,207.5505,4950200,130.7798
2016-04-19,207.5505,207.5505,207.5505,207.5505,0,130.7798
2016-04-20,208.9005,210.7005,208.05,209.85,4820400,132.2288
2016-04-21,212.1495,214.4505,211.7505,212.9505,7037100,134.1824
2016-04-22,215.8995,217.35,212.6505,216.1005,4497200,136.1673
2016-04-25,216.45,216.45,211.6995,212.2995,2813800,133.7722
2016-04-26,212.2005,215.5995,210.9495,214.3005,4140000,135.0331
2016-04-27,216.0,223.7505,215.8995,221.8005,10536400,139.7589
2016-04-28,222.3,225.4005,215.25,216.8505,11597800,136.6399
2016-04-29,218.0505,220.7505,215.5995,217.2495,6088400,136.8913
2016-05-02,217.9995,220.9005,216.0,217.7505,4911800,137.207
2016-05-03,219.0495,219.7005,213.0,215.2995,5806300,135.6626
2016-05-04,214.8,215.2995,210.0,210.6495,4247700,132.7325
2016-05-05,211.95,213.2505,210.0,210.4995,4590100,132.638
2016-05-06,210.5505,210.6495,207.1005,208.4505,3327800,131.3469
2016-05-09,209.8995,212.5005,209.1,211.6005,4008600,133.3318
2016-05-10,211.95,211.95,206.2995,207.9,3924100,131.0001
2016-05-11,206.9505,206.9505,203.1,205.2495,5481000,129.3299
2016-05-12,208.0995,208.4505,204.75,206.2995,7061300,129.9916
2016-05-13,205.95,205.95,202.0005,203.7495,7262000,128.3848
2016-05-16,204.4005,204.9,199.9995,202.6005,10092500,127.6608
2016-05-17,205.6005,211.9995,205.0995,210.2505,14657400,132.4811
2016-05-18,210.3,215.2995,209.5995,214.2495,8832200,135.0009
2016-05-19,213.0,213.2505,209.2005,210.0495,6740300,132.3545
2016-05-20,211.8,214.65,210.45,213.1005,4576900,134.2769
2016-05-23,214.2,214.5,207.4995,208.1505,5845600,131.1579
2016-05-24,208.5,208.6995,204.5505,206.6505,4087500,130.2127
2016-05-25,208.6995,210.75,208.1505,210.15,3108400,132.4178
2016-05-26,211.0005,221.1495,210.7005,216.0495,13519800,136.1351
2016-05-27,217.9995,218.8995,211.8,213.0,10044000,134.2136
2016-05-30,214.0005,215.7,213.0,213.45,4589100,134.4972
2016-05-31,214.9995,215.5005,209.8005,210.75,8791200,132.7959
2016-06-01,211.3995,213.3,210.1005,210.6495,4521800,132.7325
2016-06-02,210.4995,213.8505,209.1495,212.8005,4079500,134.0879
2016-06-03,213.7995,214.5,211.0995,211.8495,4345900,133.4887
2016-06-06,212.7,213.3495,210.3,210.7995,3665300,132.8271
2016-06-07,211.9995,213.9495,211.7505,212.9505,5568400,134.1824
2016-06-08,214.5,217.2495,214.0005,215.7495,5491900,135.9461
2016-06-09,217.05,222.3,217.0005,220.65,10532600,139.034
2016-06-10,220.0005,222.7005,217.0005,218.2005,4451900,137.4905
2016-06-13,216.0,216.4005,212.5005,213.2505,2914800,134.3715
2016-06-14,213.9495,214.8,211.2,212.8005,3050000,134.0879
2016-06-15,213.3,214.5,212.55,213.7005,2865500,134.655
2016-06-16,213.0,213.0495,210.5505,211.6995,3296100,133.3941
2016-06-17,212.6505,212.7495,210.1995,210.75,4717600,132.7959
2016-06-20,210.6495,215.25,210.3495,213.8505,5253300,134.7495
2016-06-21,215.8005,218.2005,214.9995,217.5495,4754000,137.0803
2016-06-22,217.4505,219.4005,216.0,218.3505,4300100,137.585
2016-06-23,217.9995,219.5505,214.2,218.5005,4451100,137.6795
2016-06-24,213.6,213.9,207.0,209.4,6098500,131.9452
2016-06-27,208.0005,212.3505,207.7005,210.15,3541800,132.4178
2016-06-28,210.0,211.8495,209.5005,211.35,3242200,133.1739
2016-06-29,212.7495,215.1495,212.1,214.7505,3248800,135.3166
2016-06-30,215.8005,219.4995,214.9995,216.3,7536600,136.293
2016-07-01,216.9,229.8,216.45,225.0,8428400,141.7749
2016-07-04,229.5,235.3005,229.5,232.05,16861300,146.2172
2016-07-05,230.5995,236.4,228.5505,230.7495,6551500,145.3978
2016-07-06,230.7495,230.7495,230.7495,230.7495,0,145.3978
2016-07-07,230.7495,231.8505,226.1505,226.6005,5971800,142.7834
2016-07-08,225.0,225.3,222.2505,223.3005,3248200,140.7041
2016-07-11,225.0,227.5995,223.5495,225.0,6210100,141.7749
2016-07-12,225.1005,229.4505,225.1005,227.8995,4319600,143.6019
2016-07-13,233.6505,241.5495,232.1505,234.15,17397400,147.5405
2016-07-14,234.4005,234.75,229.0995,230.55,9416400,145.2721
2016-07-15,231.1005,232.3005,228.5505,230.25,8673300,145.083
2016-07-18,229.0005,229.0005,217.0995,218.5995,11088200,137.7419
2016-07-19,217.5,222.4995,217.0005,220.9995,10601100,139.2542
2016-07-20,220.9995,224.4,219.75,223.9005,9715800,141.0821
2016-07-21,224.8005,226.7505,222.0,222.6,4614300,140.2627
2016-07-22,222.9,223.65,220.8,222.45,4734100,140.1682
2016-07-25,221.8005,227.2005,221.7,226.8,5161300,142.9091
2016-07-26,226.9005,229.6005,223.0995,224.3505,6075600,141.3657
2016-07-27,224.2005,227.5005,220.05,223.2495,3982900,140.6719
2016-07-28,223.2495,225.3,220.6005,221.3505,12199300,139.4754
2016-07-29,222.0,223.8495,219.6495,220.0995,4943500,138.6871
2016-08-01,222.3,223.4505,217.9995,218.8005,4868100,137.8686
2016-08-02,218.7495,221.8995,217.6005,221.1,5714400,139.3175
2016-08-03,222.0,222.9,217.9995,218.7495,6926800,137.8364
2016-08-04,223.9005,223.9005,218.6505,219.8505,5368000,138.5302
2016-08-05,220.9995,226.6995,220.3005,225.9495,4722400,142.3732
2016-08-08,226.3995,226.9995,224.1495,226.0995,3995100,142.4678
2016-08-09,228.7995,229.8495,227.1,229.0005,11431800,144.2957
2016-08-10,229.0005,231.0,226.5,229.05,10287900,144.3269
2016-08-11,228.75,231.9,227.25,231.4005,9320200,145.808
2016-08-12,232.3005,234.4005,229.8,233.5995,5870200,147.1936
2016-08-15,233.5995,233.5995,233.5995,233.5995,0,147.1936
2016-08-16,235.0005,236.3505,232.3005,235.2,5039500,148.2021
2016-08-17,235.3995,238.3995,234.2505,237.7995,5430900,149.8401
2016-08-18,238.3005,242.1495,237.4995,241.35,5751200,152.0773
2016-08-19,242.2995,243.4995,240.5505,241.6005,5606300,152.2351
2016-08-22,241.6005,243.9,238.3005,239.3505,3785400,150.8174
2016-08-23,237.4995,239.7,236.5995,238.3995,5012400,150.2181
2016-08-24,239.8005,243.0,239.25,241.0005,3600700,151.857
2016-08-25,241.5,242.7495,237.0,237.7995,4189700,149.8401
2016-08-26,238.0995,238.8495,235.9995,238.3995,2902100,150.2181
2016-08-29,238.3995,239.5005,236.7495,237.3,2465300,149.5253
2016-08-30,238.5495,242.5005,237.1995,241.6995,4245700,152.2975
2016-08-31,238.9995,241.2,235.1505,236.2995,9766900,151.9599
2016-09-01,237.0,239.1495,235.0995,236.5995,4602400,152.1528
2016-09-02,237.0,240.15,235.1505,238.7505,4273100,153.5361
2016-09-05,238.7505,238.7505,238.7505,238.7505,0,153.5361
2016-09-06,239.7495,241.6995,238.0005,238.5495,3884500,153.4068
2016-09-07,239.2005,246.3,238.3005,244.95,17504200,157.5228
2016-09-08,250.0005,254.8995,244.0995,246.3,15232800,158.391
2016-09-09,247.0005,257.5005,247.0005,254.9505,17437100,163.954
2016-09-12,250.0005,252.8505,248.2005,250.9995,7995600,161.4132
2016-09-13,250.9995,250.9995,250.9995,250.9995,0,161.4132
2016-09-14,250.05,252.6,245.2005,248.2005,8058100,159.6132
2016-09-15,250.05,250.3005,245.1,248.5005,3706200,159.8061
2016-09-16,249.4005,253.0005,247.9995,250.3005,12910000,160.9637
2016-09-19,250.7505,255.4995,250.3005,254.1495,6271900,163.4389
2016-09-20,254.5005,260.4,253.2495,257.7495,12886200,165.75400000000002
2016-09-21,256.9995,259.5,253.6995,255.3495,6438300,164.2106
2016-09-22,258.9,261.15,258.0,259.5,8053000,166.8797
2016-09-23,259.05,263.3505,258.45,260.55,7589700,167.5549
2016-09-26,259.5,260.5005,248.1495,249.5505,13915500,160.4813
2016-09-27,249.9,251.8005,246.3495,247.5495,10949900,159.1945
2016-09-28,247.9995,252.4005,245.4,251.6505,9666900,161.8318
2016-09-29,256.0005,258.0,248.25,250.1505,14336400,160.8672
2016-09-30,251.4,257.3505,249.6,256.65,9438700,165.0469
2016-10-03,256.9995,261.9495,252.4005,260.25,6960200,167.362
2016-10-04,262.0005,274.9005,261.3495,273.5505,17825000,175.9153
2016-10-05,274.0005,275.25,265.65,266.6505,9426800,171.47799999999998
2016-10-06,268.9995,273.45,265.9995,269.1495,9511000,173.0851
2016-10-07,270.4005,273.7005,266.7,267.3495,11598600,171.9276
2016-10-10,269.4,270.0,263.55,266.9505,7032300,171.671
2016-10-11,266.9505,266.9505,266.9505,266.9505,0,171.671
2016-10-12,266.9505,266.9505,266.9505,266.9505,0,171.671
2016-10-13,268.3995,274.9005,265.2495,272.7495,14122900,175.4002
2016-10-14,274.0005,279.1995,271.8,277.05,9532500,178.1658
2016-10-17,277.05,280.0005,275.55,278.4495,7432500,179.0658
2016-10-18,279.1995,280.9995,274.65,276.4995,7430600,177.8117
2016-10-19,277.0005,280.3995,276.4005,278.55,7137400,179.1304
2016-10-20,280.9005,283.1505,278.0505,281.3505,6078400,180.9313
2016-10-21,280.9995,281.0505,276.0495,279.7995,3639400,179.9339
2016-10-24,280.05,293.6505,278.5005,292.35,15753500,188.0049
2016-10-25,292.9995,293.7,287.5995,288.75,11650000,185.6898
2016-10-26,288.4995,292.8495,286.3005,290.1,6344100,186.558
2016-10-27,292.0005,297.4005,284.1,290.8005,24448200,187.0085
2016-10-28,292.95,294.45,285.7995,286.9005,10070300,184.5004
2016-10-31,286.9005,286.9005,286.9005,286.9005,0,184.5004
2016-11-01,290.2995,290.2995,281.8005,289.1505,11064300,185.9474
2016-11-02,285.0,285.7995,275.7495,277.2495,14774700,178.2941
2016-11-03,273.6495,274.0005,267.0,267.5505,10778100,176.3503
2016-11-04,267.7995,271.95,265.0005,269.5005,7203400,177.6356
2016-11-07,273.0,274.0005,266.3505,267.1995,4419200,176.1189
2016-11-08,268.3995,271.6995,265.35,270.6,5654500,178.3603
2016-11-09,252.1995,271.0005,250.0005,269.8995,7471700,177.8986
2016-11-10,273.0,279.45,271.2,276.0,5849200,181.9196
2016-11-11,273.0,278.8005,270.1005,273.45,6617500,180.2388
2016-11-14,273.45,273.45,273.45,273.45,0,180.2388
2016-11-15,270.2505,286.4505,269.5005,275.5995,12179900,181.6556
2016-11-16,279.0,284.5995,271.0995,272.4,8986900,179.5467
2016-11-17,271.2495,277.9995,270.1995,273.2505,5879100,180.1073
2016-11-18,273.45,277.7505,273.45,275.1,6513800,181.3264
2016-11-21,275.5995,278.2005,272.6505,276.0495,7038100,181.9522
2016-11-22,280.95,283.5,275.1,277.9005,8852800,183.1723
2016-11-23,279.0,281.4495,276.0,279.9,6432600,184.4902
2016-11-24,280.0005,281.7,275.1,277.2495,7236100,182.7432
2016-11-25,276.75,279.8505,275.4,277.4505,4391600,182.8757
2016-11-28,275.2995,285.4995,274.5495,283.9995,6170100,187.1923
2016-11-29,284.25,287.8005,281.2995,284.8005,6467500,187.7203
2016-11-30,283.9995,291.1995,282.6495,288.9,10633400,190.4224
2016-12-01,295.0005,298.6005,291.0,292.1505,12753500,192.5649
2016-12-02,293.7,295.8,290.4,291.2505,7668500,191.9717
2016-12-05,289.2,296.6505,289.2,295.3995,5358300,194.7064
2016-12-06,297.3,299.7495,296.6505,298.7505,6281900,196.9151
2016-12-07,299.8995,300.45,296.2005,297.1005,6324700,195.8276
2016-12-08,198.7,202.933,198.7,202.2,7229700,133.2759
2016-12-09,202.767,205.2,202.733,204.533,5012300,134.8136
2016-12-12,206.667,209.733,206.667,207.63299999999998,7390600,136.8569
2016-12-13,209.3,209.3,205.833,208.0,11867700,137.0988
2016-12-14,206.767,207.63299999999998,202.733,203.533,14303500,134.1545
2016-12-15,202.8,208.6,201.35,206.45,10011100,204.1158
2016-12-16,207.7,207.95,200.8,201.7,6046000,199.4195
2016-12-19,203.1,203.4,200.1,201.4,6134600,199.1229
2016-12-20,201.4,201.45,197.5,199.85,4487600,197.5904
2016-12-21,200.6,202.35,199.65,201.5,4699900,199.2217
2016-12-22,200.9,200.9,194.1,194.9,5073900,192.6964
2016-12-23,196.95,197.25,192.5,192.95,5637400,190.7684
2016-12-26,192.0,192.75,188.15,189.0,4468700,186.8631
2016-12-27,190.0,190.9,187.7,190.3,4972700,188.1484
2016-12-28,189.5,192.1,189.25,189.9,4245000,187.7529
2016-12-29,190.0,193.75,189.95,191.6,13079100,189.4337
2016-12-30,192.7,193.35,190.25,191.35,3664000,189.1865
2017-01-02,191.8,193.0,191.35,192.25,2690400,190.0763
2017-01-03,193.4,193.75,191.15,192.5,4764300,190.3235
2017-01-04,193.5,196.75,192.1,194.8,7507700,192.5975
2017-01-05,195.3,200.25,195.3,199.65,6831300,197.3926
2017-01-06,200.0,206.95,200.0,202.55,8399500,200.2599
2017-01-09,203.95,204.95,197.1,198.0,4783900,195.7613
2017-01-10,198.9,203.0,197.7,198.45,6865300,196.2062
2017-01-11,198.6,200.0,197.3,197.65,3657800,195.4153
2017-01-12,198.5,201.7,198.5,199.55,7180300,197.2938
2017-01-13,203.0,203.95,200.05,201.3,7173200,199.024
2017-01-16,201.0,201.8,198.05,198.35,4070800,196.1074
2017-01-17,199.0,199.65,193.0,194.8,4631500,192.5975
2017-01-18,195.5,198.4,193.75,198.0,9444900,195.7613
2017-01-19,197.85,201.45,196.85,200.85,11378600,198.5791
2017-01-20,200.85,202.0,195.45,197.3,7834300,195.0692
2017-01-23,197.3,201.8,197.3,199.9,5350400,197.6398
2017-01-24,201.15,202.2,199.35,201.6,3600700,199.3206
2017-01-25,201.95,205.7,201.95,204.9,11413500,202.5833
2017-01-26,204.9,204.9,204.9,204.9,0,202.5833
2017-01-27,206.0,208.0,203.15,204.5,5089800,202.1878
2017-01-30,204.5,205.45,200.8,201.85,4594000,199.5678
2017-01-31,210.0,211.8,201.0,202.55,39669800,200.2599
2017-02-01,203.0,205.0,199.5,200.2,11271100,197.9364
2017-02-02,201.0,204.5,200.4,200.85,8549900,198.5791
2017-02-03,201.7,203.2,200.55,200.95,4940800,198.678
2017-02-06,202.8,202.85,198.75,199.0,5926200,196.75
2017-02-07,198.0,199.5,192.65,193.3,10805600,193.3
2017-02-08,194.0,196.0,192.55,194.4,7106800,194.4
2017-02-09,195.45,196.2,192.45,192.9,6092200,192.9
2017-02-10,194.0,195.45,193.1,193.65,6287800,193.65
2017-02-13,194.3,194.5,190.8,192.25,4083900,192.25
2017-02-14,193.0,196.2,191.85,195.7,7785900,195.7
2017-02-15,195.9,197.8,194.15,194.95,5793100,194.95
2017-02-16,196.05,196.3,193.75,194.1,3343400,194.1
2017-02-17,195.0,195.2,193.5,194.4,3230800,194.4
2017-02-20,194.7,196.2,192.25,195.3,8954700,195.3
2017-02-21,195.75,196.75,194.5,196.25,3280200,196.25
2017-02-22,198.0,198.5,195.1,195.6,5671300,195.6
2017-02-23,195.9,197.6,194.35,196.0,20504500,196.0
2017-02-24,196.0,196.0,196.0,196.0,0,196.0
2017-02-27,197.0,198.0,193.8,194.7,7881100,194.7
2017-02-28,197.1,197.3,192.65,193.55,10367500,193.55
2017-03-01,196.7,196.7,193.4,193.85,11243700,193.85
2017-03-02,194.8,194.9,192.15,192.7,6978500,192.7
2017-03-03,192.35,193.5,191.6,193.05,4294800,193.05
2017-03-06,193.5,194.75,193.0,193.8,3847900,193.8
2017-03-07,194.0,196.95,193.5,196.4,7768600,196.4
2017-03-08,197.0,197.2,192.3,192.95,6553200,192.95
2017-03-09,191.5,191.7,189.1,189.65,6323800,189.65
2017-03-10,189.7,192.45,188.3,191.6,7822800,191.6
2017-03-13,191.6,191.6,191.6,191.6,0,191.6
2017-03-14,194.6,194.6,191.5,191.9,8850000,191.9
2017-03-15,191.3,192.95,190.5,190.7,4219900,190.7
2017-03-16,193.0,193.6,191.25,191.8,6732700,191.8
2017-03-17,192.0,192.4,189.45,190.0,7462500,190.0
2017-03-20,190.05,191.7,189.7,190.85,5070000,190.85
2017-03-21,191.0,194.45,191.0,194.05,6715200,194.05
2017-03-22,192.5,193.9,191.0,192.5,4960400,192.5
2017-03-23,193.55,194.5,192.75,193.6,4208100,193.6
2017-03-24,193.35,193.4,191.35,191.9,9289700,191.9
2017-03-27,191.8,192.0,188.5,188.9,4780000,188.9
