Date,Open,High,Low,Close,Volume,Adj Close
2016-10-11,264.0,264.0,264.0,264.0,0,264.0
2016-10-12,264.0,264.0,264.0,264.0,0,264.0
2016-10-13,263.3,263.3,248.1,251.1,5621900,251.1
2016-10-14,252.0,256.2,251.25,254.35,2690300,254.35
2016-10-17,253.0,255.05,249.4,250.75,1657100,250.75
2016-10-18,251.55,269.0,251.55,267.0,4975600,267.0
2016-10-19,269.0,273.4,262.8,271.6,4745500,271.6
2016-10-20,272.85,286.4,268.7,285.25,7256200,285.25
2016-10-21,286.0,288.25,281.65,285.75,4031800,285.75
2016-10-24,285.4,294.9,283.0,285.65,7433000,285.65
2016-10-25,286.65,317.0,280.55,312.8,20614000,312.8
2016-10-26,312.95,316.5,299.35,305.1,11974600,305.1
2016-10-27,305.45,308.8,299.35,305.0,6866800,305.0
2016-10-28,306.0,309.7,302.35,307.0,6175700,307.0
2016-10-31,307.0,307.0,307.0,307.0,0,307.0
2016-11-01,307.0,308.0,301.45,305.15,5197200,305.15
2016-11-02,300.0,304.15,297.15,299.9,4954900,299.9
2016-11-03,299.7,301.9,287.1,288.2,5762000,288.2
2016-11-04,289.0,291.85,284.25,287.7,6331900,287.7
2016-11-07,298.3,298.3,290.8,293.5,4697000,293.5
2016-11-08,295.7,295.7,286.5,289.85,4446500,289.85
2016-11-09,268.0,283.0,260.9,282.4,7432700,282.4
2016-11-10,289.0,297.15,286.0,294.55,4488600,294.55
2016-11-11,288.0,293.0,272.85,276.75,4430400,276.75
2016-11-14,276.75,276.75,276.75,276.75,0,276.75
2016-11-15,280.7,280.7,258.0,266.65,4007100,266.65
2016-11-16,271.0,275.0,260.9,265.25,3586000,265.25
2016-11-17,267.0,269.4,262.2,264.6,2448500,264.6
2016-11-18,265.0,266.3,256.8,261.9,2821100,261.9
2016-11-21,262.05,265.0,245.15,255.7,4715900,255.7
2016-11-22,257.0,263.2,257.0,260.8,4773200,260.8
2016-11-23,263.95,264.7,258.1,263.7,4191100,263.7
2016-11-24,263.7,263.7,256.15,257.7,4052500,257.7
2016-11-25,260.0,266.0,255.75,265.05,3644300,265.05
2016-11-28,266.95,274.5,264.15,272.75,5898300,272.75
2016-11-29,275.0,280.0,267.6,276.9,4965600,276.9
2016-11-30,278.9,281.9,276.25,277.9,4877000,277.9
2016-12-01,280.0,280.35,271.7,275.1,2039100,275.1
2016-12-02,273.7,274.4,264.25,265.9,2854200,265.9
2016-12-05,266.5,273.4,263.7,268.7,4802000,268.7
2016-12-06,274.0,274.5,270.1,271.9,3001700,271.9
2016-12-07,272.5,282.9,272.3,277.4,3768900,277.4
2016-12-08,279.9,288.3,279.9,287.1,4172900,287.1
2016-12-09,289.45,291.3,284.25,285.65,3130500,285.65
2016-12-12,285.0,285.45,279.3,281.35,1781300,281.35
2016-12-13,281.4,287.2,278.45,286.0,2703300,286.0
2016-12-14,287.45,288.35,282.1,283.85,2454500,283.85
2016-12-15,290.1,291.65,283.05,284.25,4952500,284.25
2016-12-16,286.0,286.0,279.2,280.25,3752200,280.25
2016-12-19,280.9,281.0,275.25,276.45,2479200,276.45
2016-12-20,276.1,276.1,268.45,272.4,1657300,272.4
2016-12-21,274.4,275.65,270.1,274.2,2500100,274.2
2016-12-22,271.75,273.5,261.1,263.55,2771600,263.55
2016-12-23,262.15,268.5,259.05,262.9,3336800,262.9
2016-12-26,262.0,262.0,257.25,260.0,2684600,260.0
2016-12-27,261.0,269.65,258.2,266.95,5604700,266.95
2016-12-28,267.9,271.85,267.1,268.5,3862400,268.5
2016-12-29,268.0,268.1,262.65,264.65,4400300,264.65
2016-12-30,265.0,271.15,264.4,268.45,3744100,268.45
2017-01-02,269.8,276.9,267.0,273.8,2622100,273.8
2017-01-03,275.2,277.7,272.05,273.95,2064800,273.95
2017-01-04,275.15,276.9,272.2,274.9,2741200,274.9
2017-01-05,276.3,288.9,275.5,287.5,5997000,287.5
2017-01-06,288.8,291.8,285.0,286.05,5651400,286.05
2017-01-09,286.35,289.0,282.6,284.7,2877200,284.7
2017-01-10,285.1,294.7,285.0,293.9,5779700,293.9
2017-01-11,295.9,299.75,294.5,295.65,3323800,295.65
2017-01-12,297.0,298.85,289.55,292.75,3420700,292.75
2017-01-13,294.5,295.15,290.55,294.05,1699900,294.05
2017-01-16,294.7,302.95,292.4,300.65,3614700,300.65
2017-01-17,302.45,302.45,292.6,294.85,2231200,294.85
2017-01-18,296.75,300.55,290.05,291.9,2613200,291.9
2017-01-19,292.1,297.5,292.0,295.35,2290500,295.35
2017-01-20,295.0,296.35,283.4,284.15,3279600,284.15
2017-01-23,285.15,289.35,284.15,286.25,2261700,286.25
2017-01-24,287.0,294.95,286.0,293.15,1945200,293.15
2017-01-25,295.25,306.1,294.45,304.65,4477000,304.65
2017-01-26,304.65,304.65,304.65,304.65,0,304.65
2017-01-27,305.0,308.95,302.1,303.95,3386600,303.95
2017-01-30,303.75,305.85,301.35,302.6,2241400,302.6
2017-01-31,303.5,305.95,292.5,293.35,3859700,293.35
2017-02-01,295.55,306.0,293.65,304.6,3158500,304.6
2017-02-02,305.45,308.6,301.2,304.15,3018200,304.15
2017-02-03,304.55,311.25,301.7,303.55,3352400,303.55
2017-02-06,305.85,311.0,302.6,309.2,2426400,309.2
2017-02-07,309.3,310.4,301.25,303.65,1803400,303.65
2017-02-08,306.05,306.9,299.0,305.55,1581000,305.55
2017-02-09,306.5,308.1,300.85,304.8,2032200,304.8
2017-02-10,305.6,313.7,305.1,311.25,5313000,311.25
2017-02-13,313.2,314.8,304.6,309.55,2291100,309.55
2017-02-14,310.0,315.9,305.25,307.0,6996000,307.0
2017-02-15,308.1,313.5,297.0,299.95,4562400,299.95
2017-02-16,300.0,303.0,294.0,298.6,2837500,298.6
2017-02-17,300.1,302.5,295.8,297.25,2264000,297.25
2017-02-20,298.2,302.9,296.1,300.3,1690800,300.3
2017-02-21,300.5,305.4,298.3,304.15,2559000,304.15
2017-02-22,305.0,306.5,297.45,300.3,3507400,300.3
2017-02-23,300.35,303.4,295.8,297.25,6593400,297.25
2017-02-24,297.25,297.25,297.25,297.25,0,297.25
2017-02-27,297.0,300.7,295.0,296.65,2116100,296.65
2017-02-28,297.65,303.35,296.8,301.75,2570300,301.75
2017-03-01,302.95,305.0,301.15,302.5,1892500,302.5
2017-03-02,303.75,305.7,292.0,293.85,2458200,293.85
2017-03-03,293.0,297.4,291.0,296.35,2871800,296.35
2017-03-06,297.85,304.9,296.45,303.15,1877900,303.15
2017-03-07,303.0,309.4,301.95,308.25,4069900,308.25
2017-03-08,308.25,309.0,300.85,306.5,2786100,306.5
2017-03-09,306.5,306.5,299.7,300.9,2564900,300.9
2017-03-10,302.45,306.0,297.05,298.8,2684700,298.8
2017-03-13,298.8,298.8,298.8,298.8,0,298.8
2017-03-14,305.65,311.2,304.1,309.25,5102300,309.25
2017-03-15,308.0,313.8,308.0,310.3,4865500,310.3
2017-03-16,312.0,327.35,311.5,325.7,7051900,325.7
2017-03-17,326.8,328.9,321.3,325.4,6779600,325.4
2017-03-20,327.05,329.8,324.7,325.45,4103200,325.45
2017-03-21,325.0,327.3,320.05,325.75,2802300,325.75
2017-03-22,321.9,324.8,319.35,323.65,2518100,323.65
2017-03-23,324.0,327.0,322.1,325.6,3911100,325.6
2017-03-24,327.2,327.8,321.7,323.25,4636700,323.25
2017-03-27,322.6,324.0,317.65,319.3,2353700,319.3
